Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Towards Practical Runtime Verification and Validation of Self-Adaptive Software Systems","Software Engineering for Self-Adaptive Systems II","","","","10.1007/978-3-642-35813-5_5","Gabriel TamuraNorha M. VillegasHausi A. MüllerJoão Pedro SousaBasil BeckerGabor KarsaiSerge MankovskiiMauro PezzèWilhelm SchäferLadan TahvildariKenny Wong","2013","http://link.springer.com/chapter/10.1007/978-3-642-35813-5_5","Chapter"
"Taking into Account Functional Models in the Validation of IS Security Policies","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-642-22056-2_62","Yves LedruAkram IdaniJérémy MilhauNafees QamarRégine LaleauJean-Luc RichierMohamed-Amine Labiadh","2011","http://link.springer.com/chapter/10.1007/978-3-642-22056-2_62","Chapter"
"Model Comprehension and Stakeholder Appropriateness of Security Risk-Oriented Modelling Languages","Enterprise, Business-Process and Information Systems Modeling","","","","10.1007/978-3-662-43745-2_23","Raimundas Matulevičius","2014","http://link.springer.com/chapter/10.1007/978-3-662-43745-2_23","Chapter"
"Pairwise testing for software product lines: comparison of two approaches","Software Quality Journal","","20","3 - 4","10.1007/s11219-011-9160-9","Gilles PerrouinSebastian OsterSagar SenJacques KleinBenoit BaudryYves le Traon","2012","http://link.springer.com/article/10.1007/s11219-011-9160-9","Article"
"Harnessing rCOS for Tool Support —The CoCoME Experience","Formal Methods and Hybrid Real-Time Systems","","","","10.1007/978-3-540-75221-9_5","Zhenbang ChenXiaoshan LiZhiming LiuVolker StolzLu Yang","2007","http://link.springer.com/chapter/10.1007/978-3-540-75221-9_5","Chapter"
"A Simulated Fault Injection Framework for Time-Triggered Safety-Critical Embedded Systems","Computer Safety, Reliability, and Security","","","","10.1007/978-3-319-10506-2_1","Iban AyestaranCarlos F. NicolasJon PerezAsier LarruceaPeter Puschner","2014","http://link.springer.com/chapter/10.1007/978-3-319-10506-2_1","Chapter"
"Modelling Languages for Functional Analysis Put to the Test of Real Life","Complex Systems Design & Management","","","","10.1007/978-3-642-34404-6_9","Jean-Luc Voirin","2013","http://link.springer.com/chapter/10.1007/978-3-642-34404-6_9","Chapter"
"Value-based argumentation for designing and auditing security measures","Ethics and Information Technology","","15","3","10.1007/s10676-013-9325-2","Brigitte BurgemeestreJoris HulstijnYao-Hua Tan","2013","http://link.springer.com/article/10.1007/s10676-013-9325-2","Article"
"A Process for Generating Concrete Architectures","Enabling Things to Talk","","","","10.1007/978-3-642-40403-0_6","Mathieu BoussardStefan MeissnerAndreas NettsträterAlexis OlivereauAlexander Salinas SeguraMatthias ThomaJoachim W. Walewski","2013","http://link.springer.com/chapter/10.1007/978-3-642-40403-0_6","Chapter"
"Design Science Research in Information Systems. Advances in Theory and Practice","Lecture Notes in Computer Science","","","","10.1007/978-3-642-29863-9","Ken PeffersMarcus RothenbergerBill Kuechler","2012","http://link.springer.com/book/10.1007/978-3-642-29863-9","Book"
"A generic framework: from modeling to code","Innovations in Systems and Software Engineering","","7","4","10.1007/s11334-011-0165-0","Dominique MéryNeeraj Kumar Singh","2011","http://link.springer.com/article/10.1007/s11334-011-0165-0","Article"
"Application and Evaluation in the Automotive Domain","Model-Based Engineering of Embedded Systems","","","","10.1007/978-3-642-34614-9_12","Markus FockelPeter HeidlJens HöfflingerHarald HönningerJörg HoltmannDr. Wilfried HornDr. Jan MeyerDr. Matthias MeyerJörg Schäuffele","2012","http://link.springer.com/chapter/10.1007/978-3-642-34614-9_12","Chapter"
"Robustness Testing Techniques and Tools","Resilience Assessment and Evaluation of Computing Systems","","","","10.1007/978-3-642-29032-9_16","Zoltán MicskeiHenrique MadeiraAlberto AvritzerIstván MajzikMarco VieiraNuno Antunes","2012","http://link.springer.com/chapter/10.1007/978-3-642-29032-9_16","Chapter"
"Controlling Security of Software Development with Multi-agent System","Knowledge-Based and Intelligent Information and Engineering Systems","","","","10.1007/978-3-642-15384-6_11","Esmiralda MoradianAnne Håkansson","2010","http://link.springer.com/chapter/10.1007/978-3-642-15384-6_11","Chapter"
"ISMS-CORAS: A Structured Method for Establishing an ISO 27001 Compliant Information Security Management System","Engineering Secure Future Internet Services and Systems","","","","10.1007/978-3-319-07452-8_13","Kristian BeckersMaritta HeiselBjørnar SolhaugKetil Stølen","2014","http://link.springer.com/chapter/10.1007/978-3-319-07452-8_13","Chapter"
"Insights on the Use of OCL in Diverse Industrial Applications","System Analysis and Modeling: Models and Reusability","","","","10.1007/978-3-319-11743-0_16","Shaukat AliTao YueMuhammad Zohaib IqbalRajwinder Kaur Panesar-Walawege","2014","http://link.springer.com/chapter/10.1007/978-3-319-11743-0_16","Chapter"
"Designing a Domain-Specific Contract Language: A Metamodelling Approach","Model Driven Architecture – Foundations and Applications","","","","10.1007/11581741_14","Zhan En ChanRichard F. Paige","2005","http://link.springer.com/chapter/10.1007/11581741_14","Chapter"
"Towards Pattern-Based Reliability Certification of Services","On the Move to Meaningful Internet Systems: OTM 2011","","","","10.1007/978-3-642-25106-1_10","Ingrid BuckleyEduardo B. FernandezMarco AnisettiClaudio A. ArdagnaMasoud SadjadiErnesto Damiani","2011","http://link.springer.com/chapter/10.1007/978-3-642-25106-1_10","Chapter"
"Visualizing Cyber Attacks with Misuse Case Maps","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-14192-8_24","Peter KarpatiGuttorm SindreAndreas L. Opdahl","2010","http://link.springer.com/chapter/10.1007/978-3-642-14192-8_24","Chapter"
"Adding Dependability Analysis Capabilities to the MARTE Profile","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-540-87875-9_51","Simona BernardiJosé MerseguerDorina C. Petriu","2008","http://link.springer.com/chapter/10.1007/978-3-540-87875-9_51","Chapter"
"Run Time Models in Adaptive Service Infrastructure","Run-time Models for Self-managing Systems and Applications","","","","10.1007/978-3-0346-0433-8_6","Marco AutiliPaola InverardiMassimo Tivoli","2010","http://link.springer.com/chapter/10.1007/978-3-0346-0433-8_6","Chapter"
"A dependability profile within MARTE","Software & Systems Modeling","","10","3","10.1007/s10270-009-0128-1","Simona BernardiJosé MerseguerDorina C. Petriu","2011","http://link.springer.com/article/10.1007/s10270-009-0128-1","Article"
"Securing e-Healthcare Information","Electronic Healthcare Information Security","","","","10.1007/978-0-387-84919-5_2","Professor Charles A. ShoniregunDr. Kudakwashe DubeDr. Fredrick Mtenzi","2010","http://link.springer.com/chapter/10.1007/978-0-387-84919-5_2","Chapter"
"Automatic Expert Process Fault Diagnosis and Supervision","Real Time Fault Monitoring of Industrial Processes","","","","10.1007/978-94-015-8300-8_4","A. D. PouliezosG. S. Stavrakakis","1994","http://link.springer.com/chapter/10.1007/978-94-015-8300-8_4","Chapter"
"Architecting Fault Tolerance with Exception Handling: Verification and Validation","Journal of Computer Science and Technology","","24","2","10.1007/s11390-009-9219-2","Patrick H. S. BritoRogério de LemosCecília M. F. RubiraEliane Martins","2009","http://link.springer.com/article/10.1007/s11390-009-9219-2","Article"
"Static Analysis Techniques to Verify Mutual Exclusion Situations within SysML Models","SDL 2013: Model-Driven Dependability Engineering","","","","10.1007/978-3-642-38911-5_6","Ludovic ApvrillePierre de Saqui-Sannes","2013","http://link.springer.com/chapter/10.1007/978-3-642-38911-5_6","Chapter"
"Safety Interfaces for Component-Based Systems","Computer Safety, Reliability, and Security","","","","10.1007/11563228_19","Jonas ElmqvistSimin Nadjm-TehraniMarius Minea","2005","http://link.springer.com/chapter/10.1007/11563228_19","Chapter"
"Software engineering as the design theoretic transformation of software problems","Innovations in Systems and Software Engineering","","8","3","10.1007/s11334-011-0171-2","Jon G. HallLucia Rapanotti","2012","http://link.springer.com/article/10.1007/s11334-011-0171-2","Article"
"Modeling Safety Case Evolution – Examples from the Air Traffic Management Domain","Rapid Integration of Software Engineering Techniques","","","","10.1007/11751113_7","Massimo Felici","2006","http://link.springer.com/chapter/10.1007/11751113_7","Chapter"
"Towards Definition of Secure Business Processes","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-642-31069-0_1","Olga AltuhhovaRaimundas MatulevičiusNaved Ahmed","2012","http://link.springer.com/chapter/10.1007/978-3-642-31069-0_1","Chapter"
"Equity Arbitrage","Practical .NET for Financial Markets","","","","10.1007/978-1-4302-0147-2_8","","2006","http://link.springer.com/chapter/10.1007/978-1-4302-0147-2_8","Chapter"
"Requirements Engineering Meets Trust Management","Trust Management","","","","10.1007/978-3-540-24747-0_14","Paolo GiorginiFabio MassacciJohn MylopoulosNicola Zannone","2004","http://link.springer.com/chapter/10.1007/978-3-540-24747-0_14","Chapter"
"Architecting Security with Paradigm","Architecting Dependable Systems VI","","","","10.1007/978-3-642-10248-6_11","Suzana AndovaLuuk P. J. GroenewegenJan H. S. VerschurenErik P. de Vink","2009","http://link.springer.com/chapter/10.1007/978-3-642-10248-6_11","Chapter"
"On the systematic transformation of requirements to specifications","Requirements Engineering","","19","4","10.1007/s00766-013-0173-8","Zhi LiJon G. HallLucia Rapanotti","2014","http://link.springer.com/article/10.1007/s00766-013-0173-8","Article"
"Integrating a formal method into a software engineering process with UML and Java","Formal Aspects of Computing","","20","2","10.1007/s00165-007-0042-7","Michael MöllerErnst-Rüdiger OlderogHolger RaschHeike Wehrheim","2008","http://link.springer.com/article/10.1007/s00165-007-0042-7","Article"
"Advances in Requirements Engineering: Bridging the Gap between Stakeholders’ Needs and Formal Designs","Innovations for Requirement Analysis. From Stakeholders’ Needs to Formal Designs","","","","10.1007/978-3-540-89778-1_5","LuqiFabrice Kordon","2008","http://link.springer.com/chapter/10.1007/978-3-540-89778-1_5","Chapter"
"Enforcing Distributed Information Flow Policies Architecturally: The SAID Approach","Coordination Models and Languages","","","","10.1007/11417019_9","Arnab Ray","2005","http://link.springer.com/chapter/10.1007/11417019_9","Chapter"
"Introduction","Model-Driven Risk Analysis","","","","10.1007/978-3-642-12323-8_1","Mass Soldal LundBjørnar SolhaugKetil Stølen","2011","http://link.springer.com/chapter/10.1007/978-3-642-12323-8_1","Chapter"
"A Method for Security Governance, Risk, and Compliance (GRC): A Goal-Process Approach","Foundations of Security Analysis and Design VI","","","","10.1007/978-3-642-23082-0_6","Yudistira AsnarFabio Massacci","2011","http://link.springer.com/chapter/10.1007/978-3-642-23082-0_6","Chapter"
"Climate Change Science: A Modern Synthesis","","","","","10.1007/978-94-007-5757-8","G. Thomas FarmerJohn Cook","2013","http://link.springer.com/book/10.1007/978-94-007-5757-8","Book"
"Managing Large Scale Reuse Across Multiple Software Product Lines","High Confidence Software Reuse in Large Systems","","","","10.1007/978-3-540-68073-4_15","N. Ilker AltintasSemih Cetin","2008","http://link.springer.com/chapter/10.1007/978-3-540-68073-4_15","Chapter"
"Semantic-Based Development of Service-Oriented Systems","Formal Techniques for Networked and Distributed Systems - FORTE 2006","","","","10.1007/11888116_3","Martin WirsingAllan ClarkStephen GilmoreMatthias HölzlAlexander KnappNora KochAndreas Schroeder","2006","http://link.springer.com/chapter/10.1007/11888116_3","Chapter"
"Application and Evaluation in the Healthcare Domain","Model-Based Engineering of Embedded Systems","","","","10.1007/978-3-642-34614-9_15","Hendrik HeinzeDr. Khalid KallowHarmut LacknerDr. Sadegh SadeghipourProf. Dr. Holger SchlingloffSalko TahirbegovicDr. Hans-Werner Wiesbrock","2012","http://link.springer.com/chapter/10.1007/978-3-642-34614-9_15","Chapter"
"A Denotational Model for Component-Based Risk Analysis","Formal Aspects of Component Software","","","","10.1007/978-3-642-35743-5_3","Gyrd BrændelandAtle RefsdalKetil Stølen","2012","http://link.springer.com/chapter/10.1007/978-3-642-35743-5_3","Chapter"
"From Organization Business Model to Information System: One Approach and Lessons Learned","Information Systems Development","","","","10.1007/978-1-4419-9790-6_25","Janis IljinsMaris Treimanis","2011","http://link.springer.com/chapter/10.1007/978-1-4419-9790-6_25","Chapter"
"Theoretical research progress in new-generation Internet architecture","Science in China Series F: Information Sciences","","51","11","10.1007/s11432-008-0160-8","JianPing WuYing LiuQian Wu","2008","http://link.springer.com/article/10.1007/s11432-008-0160-8","Article"
"Modeling and Negotiating Service Quality","Service Research Challenges and Solutions for the Future Internet","","","","10.1007/978-3-642-17599-2_6","Salima BenbernouIvona BrandicCinzia CappielloManuel CarroMarco ComuzziAttila KertészKyriakos KritikosMichael ParkinBarbara PerniciPierluigi Plebani","2010","http://link.springer.com/chapter/10.1007/978-3-642-17599-2_6","Chapter"
"A Formal Enforcement Framework for Role-Based Access Control Using Aspect-Oriented Programming","Model Driven Engineering Languages and Systems","","","","10.1007/11557432_41","Jaime Pavlich-MariscalLaurent MichelSteven Demurjian","2005","http://link.springer.com/chapter/10.1007/11557432_41","Chapter"
"Encyclopedia of Paleoclimatology and Ancient Environments","Encyclopedia of Earth Sciences Series","","","","10.1007/978-1-4020-4411-3","Vivien Gornitz","2009","http://link.springer.com/referencework/10.1007/978-1-4020-4411-3","ReferenceWork"
"Quality Assessment","Engineering Web Applications","","","","10.1007/978-3-540-92201-8_8","Sven CasteleynFlorian DanielPeter DologMaristella Matera","2009","http://link.springer.com/chapter/10.1007/978-3-540-92201-8_8","Chapter"
